Code Résidence ACM,Nom Résidence,Rue,Code postal,Ville,AdresseComplète,Longitude,Latitude,Zone_Sensible,Secteur,Date de Construction,Prochaine Rénovation,Date d'Acquisition,Nbre,<18,18-24,25-49,50-64,65-74,>=75
1,ZUCCARELLI,100 RUE DU FAUBOURG FIGUEROLLES,34070,MONTPELLIER,0001 ZUCCARELLI 100RUEDUFAUBOURGFIGUEROLLES 34070 MONTPELLIER,3.860940845,43.60577483,QPV,Secteur Gely,19450101,19850101,19450101,1,14,5,18,,7,11
2,ASTRUC,RUE DES CORONILLES,34070,MONTPELLIER,0002 ASTRUCRUEDESCORONILLES 34070 MONTPELLIER,3.853708514,43.61172431,Hors QPV,Secteur Astruc,19500101,19900101,19500101,1,105,41,96,93,36,26
5,AIGUERELLE,rue A ARNAVIELLE,34070,MONTPELLIER,0005 AIGUERELLERUEAARNAVIELLE 34070 MONTPELLIER,3.88562,43.601749,Hors QPV,Secteur Rives du Lez,19570601,19970601,19570601,1,39,2,34,16,13,6
6,AUBES-1,rue DES PASSEREAUX,34000,MONTPELLIER,0006 AUBES1RUEDESPASSEREAUX 34000 MONTPELLIER,3.892586,43.618469,Hors QPV,Secteur Pompignane,19610101,20010101,19610101,1,34,11,27,13,9,5
7,GELY,place JEAN DORAT,34070,MONTPELLIER,0007 GELYPLACEJEANDORAT 34070 MONTPELLIER,3.858168247,43.60577724,QPV,Secteur Gely,19620101,20020101,19620101,1,120,50,156,92,44,27
8,LEMASSON,bld PEDRO DE LUNA,34070,MONTPELLIER,0008 LEMASSONBLDPEDRODELUNA 34070 MONTPELLIER,3.871694,43.592873,QPV,Secteur Lemasson,19640101,20040101,19640101,1,280,153,272,212,86,89
9,LAKANAL,Rue lakanal,34000,MONTPELLIER,0009 LAKANALRUELAKANAL 34000 MONTPELLIER,3.873753,43.619492,Hors QPV,Secteur Beaux Arts,19640101,20040101,19640101,1,1,2,3,3,4,2
10,AUBES-2,rue DES PASSEREAUX,34000,MONTPELLIER,0010 AUBES2RUEDESPASSEREAUX 34000 MONTPELLIER,3.891963,43.617943,Hors QPV,Secteur Pompignane,19650101,20050101,19650101,1,29,10,30,32,21,11
11,JEAN VILAR,RUE DES MARRONNIERS,34000,MONTPELLIER,0011 JEANVILARRUEDESMARRONNIERS 34000 MONTPELLIER,3.883356,43.597286,Hors QPV,Secteur Rives du Lez,20100601,20500601,20100601,1,0,3,5,7,7,4
12,P.DU LOUP,Rue des manguiers,34070,MONTPELLIER,0012 PDULOUPRUEDESMANGUIERS 34070 MONTPELLIER,3.848128,43.600807,QPV,Secteur Pas du Loup,19641201,20041201,19641201,1,40,23,51,40,22,23
13,JUPITER,AV DE BARCELONE,34080,MONTPELLIER,0013 JUPITERAVDEBARCELONE 34080 MONTPELLIER,3.819308,43.625256,QPV,Secteur Jupiter,19670101,20070101,19670101,1,214,67,162,96,73,34
14,JUSTICE,RUE DU MAJOR FLANDRE,34090,MONTPELLIER,0014 JUSTICE RUEDUMAJORFLANDRE 34090 MONTPELLIER,3.874352,43.627403,Hors QPV,Secteur Vert Bois,19670101,20070101,19670101,1,62,33,100,80,41,49
15,URANUS,rue DE LA HAYE,34080,MONTPELLIER,0015 URANUSRUEDELAHAYE 34080 MONTPELLIER,3.820571,43.628941,QPV,Secteur Uranus,19680501,20080501,19680501,1,140,54,131,78,61,52
16,SATURNE,RUE DE BARI,34080,MONTPELLIER,0016 SATURNERUEDEBARI 34080 MONTPELLIER,3.820894,43.627674,QPV,Secteur Uranus,19691115,20091115,19691115,1,120,45,93,73,33,34
17,PLUTON,RUE DE L'AGATHOIS,34080,MONTPELLIER,0017 PLUTONRUEDELAGATHOIS 34080 MONTPELLIER,3.824811,43.630863,QPV,Secteur Gémeaux,19690101,20090101,19690101,1,21,5,13,11,5,2
18,VENUS,av DE HEIDELBERG,34080,MONTPELLIER,0018 VENUSAVDEHEIDELBERG 34080 MONTPELLIER,3.812953,43.623356,QPV,Secteur Cap dou Mail,19700101,20100101,19700101,1,12,4,10,10,8,18
19,MERCURE,AV DE BARCELONE,34080,MONTPELLIER,0019 MERCUREAVDEBARCELONE 34080 MONTPELLIER,3.8182,43.622253,QPV,Secteur Jupiter,19700201,20100201,19700201,1,139,64,139,86,58,50
20,NEPTUNE,RUE D'UPPSALA,34080,MONTPELLIER,0020 NEPTUNERUEDUPPSALA 34080 MONTPELLIER,3.821088,43.630054,QPV,Secteur Gémeaux,19700601,20100601,19700601,1,82,28,74,45,38,32
22,P.VALERY 1,rue MARRAT,34070,MONTPELLIER,0022 PVALERY1RUEMARRAT 34070 MONTPELLIER,3.84477,43.600151,QPV,Secteur Paul Valery,19710401,20110401,19710401,1,8,3,8,8,5,3
23,P.VALERY 2,Rue Robespierre,34070,MONTPELLIER,0023 PVALERY2RUEROBESPIERRE 34070 MONTPELLIER,3.844934,43.599083,QPV,Secteur Paul Valery,19710601,20110601,19710601,1,317,125,264,178,94,58
26,F.FABREGES,bld F.FABREGES,34250,PALAVAS LES FLOTS,0026 FFABREGESBLDFFABREGES 34250 PALAVASLESFLOTS,3.925865,43.527828,Hors QPV,Secteur Agglomération,19730901,20130901,19730901,1,4,2,3,11,8,7
28,LE SALAISON,square JEAN JAURES,34920,LE CRES,0028 LESALAISONSQUAREJEANJAURES 34920 LECRES,3.942664,43.656845,Hors QPV,Secteur Agglomération,19750601,20150601,19750601,1,31,16,32,30,15,15
29,JUNON,rue DE LIEGE,34080,MONTPELLIER,0029 JUNONRUEDELIEGE 34080 MONTPELLIER,3.812927,43.623871,QPV,Secteur Cap dou Mail,19751201,20151201,19751201,1,29,13,19,21,13,9
30,POMPIGNANE,rue MARIE DURAND,34000,MONTPELLIER,0030 POMPIGNANERUEMARIEDURAND 34000 MONTPELLIER,3.90249,43.620304,QPV,Secteur Pompignane,19760201,20160201,19760201,1,255,93,240,204,100,65
31,CERES,RUE PIERRE CARDENAL,34080,MONTPELLIER,0031 CERES RUEPIERRECARDENAL 34080 MONTPELLIER,3.819726,43.638947,QPV,Secteur Gênes,19760101,20160101,19760101,1,75,24,57,41,32,31
35,ESCHOLIERS,chem DES TOURTERELLES,34090,MONTPELLIER,0035 ESCHOLIERSCHEMDESTOURTERELLES 34090 MONTPELLIER,3.880407,43.627029,QPV,Secteur Aiguelongue,19641001,20041001,19641001,1,5,1,24,39,17,17
36,A. CABANEL,rue ALEXANDRE CABANEL,34000,MONTPELLIER,0036 ACABANELRUEALEXANDRECABANEL 34000 MONTPELLIER,3.875733326,43.60733415,Hors QPV,Secteur Beaux Arts,19000101,19400101,19831101,1,2,1,5,1,2,1
37,CAZOT,av DE L'ABBE BROCARDI,34250,PALAVAS LES FLOTS,0037 CAZOTAVDELABBEBROCARDI 34250 PALAVASLESFLOTS,3.928531,43.53064,Hors QPV,Secteur Agglomération,19770815,20170815,19770815,1,2,1,2,7,5,5
39,AIGOUAL DOURBIES,grand mail,34080,MONTPELLIER,0039 AIGOUALDOURBIESGRANDMAIL 34080 MONTPELLIER,3.816068,43.623234,QPV,Secteur Cap dou Mail,19780415,20180415,19780415,1,76,34,62,40,24,19
40,M.VILLARET,rue MAS DE VILLARET,34070,MONTPELLIER,0040 VILLARETRUEMASDEVILLARET 34070 MONTPELLIER,3.864323,43.59174,Hors QPV,Secteur Croix d'argent,19790201,20190201,19790201,1,14,11,21,20,10,4
41,F.DEZEUZE,rue FRANCOIS DEZEUZE,34070,MONTPELLIER,0041 FDEZEUZERUEFRANCOISDEZEUZE 34070 MONTPELLIER,3.840459,43.608067,Hors QPV,Secteur Pas du Loup,19790201,20190201,19790201,1,49,24,47,36,28,18
42,SAYSSET 2,rue R. DE MIREPOIX,34070,MONTPELLIER,0042 SAYSSET2RUERDEMIREPOIX 34070 MONTPELLIER,3.894503,43.589817,Hors QPV,Secteur Près d'arènes,19790415,20190415,19790415,1,0,1,4,9,4,4
43,BROUSSOUS,av XAVIER DE RICARD,34000,MONTPELLIER,0043 BROUSSOUSAVXAVIERDERICARD 34000 MONTPELLIER,3.891648,43.621792,Hors QPV,Secteur Pompignane,19790515,20190515,19790515,1,4,1,15,9,9,3
44,VERT BOIS,rue GABRIEL LUSCAN,34090,MONTPELLIER,0044 VERTBOISRUEGABRIELLUSCAN 34090 MONTPELLIER,3.868341,43.637897,QPV,Secteur Vert Bois,19791001,20191001,19791001,1,97,47,82,87,43,37
47,GENES 1,rue DE GENES,34080,MONTPELLIER,0047 GENES1RUEDEGENES 34080 MONTPELLIER,3.813386,43.64027,QPV,Secteur Gênes,19800801,20200801,19800801,1,75,32,59,41,23,12
50,GENES 2,rue DE GENES,34080,MONTPELLIER,0050 GENES2RUEDEGENES 34080 MONTPELLIER,3.814202,43.64146,QPV,Secteur Gênes,19810115,20210115,19810115,1,72,9,52,19,10,7
52,FONTCOUVERTE,rue de FONTCOUVERTE,34070,MONTPELLIER,0052 FONTCOUVERTERUEDEFONTCOUVERTE 34070 MONTPELLIER,3.856354155,43.59778547,Hors QPV,Secteur Pas du Loup,19810401,20210401,19810401,1,2,2,3,3,0,2
53,LA TREILLE,810 avenue de maurin,34070,MONTPELLIER,0053 LATREILLE 810AVENUEDEMAURIN 34070 MONTPELLIER,3.874052,43.597279,Hors QPV,Secteur Lemasson,19810501,20210501,19810501,1,1,0,0,2,0,0
55,J.JAURES,rue J.JAURES,34730,PRADES LE LEZ,0055 JJAURESRUEJJAURES 34730 PRADESLELEZ,3.864291,43.698284,Hors QPV,Secteur Agglomération,19810101,20210101,19810101,1,13,6,10,9,6,2
72,SAYSSET 1,Rue Rogier de Mirepoix,34070,MONTPELLIER,0072 SAYSSET1RUEROGIERDEMIREPOIX 34070 MONTPELLIER,3.893538,43.591518,Hors QPV,Secteur Près d'arènes,19790415,20190415,19790415,1,1,3,1,2,0,1
75,L. MICHEL,imp LOUISE MICHEL,34730,PRADES LE LEZ,0075 LMICHELIMPLOUISEMICHEL 34730 PRADESLELEZ,3.865621,43.697891,Hors QPV,Secteur Agglomération,19831201,20231201,19831201,1,9,5,8,11,5,2
82,BOUISSETTES,rue JEAN BIMAR,34070,MONTPELLIER,0082 BOUISSETTESRUEJEANBIMAR 34070 MONTPELLIER,3.832598,43.606014,Hors QPV,Secteur Pas du Loup,19840901,20240901,19840901,1,3,0,2,3,3,0
86,L'OCTROI,ave DE PALAVAS,34070,MONTPELLIER,0086 LOCTROIAVEDEPALAVAS 34070 MONTPELLIER,3.886203,43.599194,Hors QPV,Secteur Rives du Lez,19830815,20230815,19830815,1,28,26,23,36,12,3
92,DU STADE 1,rue ANDRE AUGUSTE,34400,LUNEL VIEL,0092 DUSTADE1RUEANDREAUGUSTE 34400 LUNELVIEL,4.089034,43.677498,Hors QPV,Secteur Lunel,19970315,20370315,19841015,1,17,9,15,13,1,1
95,LA CADELLE,rue DE LA CADELLE,34680,ST GEORGES D'ORQUES,0095 LACADELLERUEDELACADELLE 34680 STGEORGESDORQUES,3.774577,43.610718,Hors QPV,Secteur Agglomération,19830701,20230701,19830701,1,5,4,3,6,0,1
97,VAL DE CROZE VI,pl. SAINT SIMON,34070,MONTPELLIER,0097 VALDECROZEVIPLSAINTSIMON 34070 MONTPELLIER,3.841659,43.592922,QPV,Secteur Val De Croze,19850701,20250701,19850701,1,30,13,24,18,7,7
104,VERRERIE,rue VERRERIE BASSE,34000,MONTPELLIER,0104 VERRERIERUEVERRERIEBASSE 34000 MONTPELLIER,3.878404045,43.61349091,Hors QPV,Secteur Beaux Arts,19000101,19400101,19860101,1,3,0,2,3,0,0
113,PLACE DES HEROS,pl. DES HEROS,34750,VILLENEUVE LES MAGUELONE,0113 PLACEDESHEROSPLDESHEROS 34750 VILLENEUVELESMAGUELONE,3.860836,43.533142,Hors QPV,Secteur Agglomération,19000101,19400101,19911001,1,1,1,0,2,0,2
115,MAS FAROUCH,1 RUE MAS FAROUCH,34880,LAVERUNE,0115 MASFAROUCH 1RUEMASFAROUCH 34880 LAVERUNE,3.801974,43.587425,Hors QPV,Secteur Agglomération,19850701,20250701,19850701,1,8,9,9,15,8,8
117,TOURNEZYA4,RUE GASTON DEFFERRE,34000,MONTPELLIER,0117 TOURNEZYRUEGASTONDEFFERRE 34000 MONTPELLIER,3.878008,43.580784,QPV,Secteur Tournezy,19860420,20260420,19860420,1,31,9,26,24,7,4
123,VAL DE CROZE VII,pl. FOURIER,34070,MONTPELLIER,0123 VALDECROZEVIIPLFOURIER 34070 MONTPELLIER,3.841995,43.593678,QPV,Secteur Val De Croze,19860101,20260101,19860101,1,37,15,29,28,3,7
124,VAL DE CROZE VIII,PLACE DE CHINE,34070,MONTPELLIER,0124 VALDECROZEVIIIPLACEDECHINE 34070 MONTPELLIER,3.841269,43.593521,QPV,Secteur Val De Croze,19870301,20270301,19870301,1,59,29,52,37,8,2
129,V CROZE 15,rue DE CHENG DU,34070,MONTPELLIER,0129 VCROZE15RUEDECHENGDU 34070 MONTPELLIER,3.840714,43.594379,QPV,Secteur Val De Croze,19880601,20280601,19880601,1,35,10,28,17,6,3
131,GEORGES FABRE,imp DE CHALDÉE,34070,MONTPELLIER,0131 GEORGESFABREIMPDECHALDEE 34070 MONTPELLIER,3.839484,43.595249,QPV,Secteur Val De Croze,19900801,20300801,19900801,1,7,3,13,14,8,5
132,STADE 2,rue ANDRE AUGUSTE,34400,LUNEL VIEL,0132 STADE2 RUEANDREAUGUSTE 34400 LUNELVIEL,4.089083,43.677292,Hors QPV,Secteur Lunel,19841015,20241015,19841015,1,0,0,1,0,3,1
133,TOURNEZYA5,rue DU PROF. HARANT,34070,MONTPELLIER,0133 TOURNEZYA5RUEDUPROFHARANT 34070 MONTPELLIER,3.876994,43.580555,QPV,Secteur Tournezy,19870201,20270201,19870201,1,14,6,17,12,6,2
134,TOURNEZYA6,rue PROF.A.BALMES,34000,MONTPELLIER,0134 TOURNEZYA6RUEPROFABALMES 34000 MONTPELLIER,3.876353,43.580555,QPV,Secteur Tournezy,19870201,20270201,19870201,1,10,2,11,6,7,0
135,JEU DE MAIL,rue SUBSTANTION,34000,MONTPELLIER,0135 JEUDEMAILRUESUBSTANTION 34000 MONTPELLIER,3.882515,43.61718,Hors QPV,Secteur Beaux Arts,19861015,20261015,19861015,1,47,20,34,28,26,16
137,BL. PASCAL,crs NEWTON,34000,MONTPELLIER,0137 BLPASCALCRSNEWTON 34000 MONTPELLIER,3.903397,43.610886,Hors QPV,Secteur Millénaire,19880801,20280801,19880801,1,16,4,27,12,10,3
140,B.DU JUGE,rue B. LAPOINTE,34740,VENDARGUES,0140 BDUJUGERUEBLAPOINTE 34740 VENDARGUES,3.976273,43.660938,Hors QPV,Secteur Agglomération,19880601,20280601,19880601,1,22,15,25,17,14,12
142,RUE DU BERGER,rue DU BERGER,34000,MONTPELLIER,0142 RUEDUBERGER RUEDUBERGER 34000 MONTPELLIER,3.878398464,43.61309362,Hors QPV,Secteur Beaux Arts,19000101,19400101,19871215,1,0,0,1,1,0,1
144,AMPERE,RUE HIPPOLYTE FIZEAU,34000,MONTPELLIER,0144 AMPERERUEHIPPOLYTEFIZEAU 34000 MONTPELLIER,3.912516,43.615715,Hors QPV,Secteur Millénaire,19931101,20331101,19931101,1,14,8,23,25,8,7
149,CHATEAU DE FABREGUES,place PAUL BERT,34690,FABREGUES,0149 CHATEAUDEFABREGUES PLACEPAULBERT 34690 FABREGUES,3.776421,43.551727,Hors QPV,Secteur Agglomération,19880401,20280401,19880401,1,4,0,5,2,0,0
150,RUE DE LA MONNAIE,rue DE LA MONNAIE,34000,MONTPELLIER,0150 RUEDELAMONNAIE RUEDELAMONNAIE 34000 MONTPELLIER,3.879099897,43.61081803,Hors QPV,Secteur Beaux Arts,19000101,19400101,19870101,1,1,0,2,1,0,0
151,BRUYERES,11 rue DES MEGISSIERS,34070,MONTPELLIER,0151 BRUYERES 11RUEDESMEGISSIERS 34070 MONTPELLIER,3.833184,43.608097,Hors QPV,Secteur Pas du Loup,19870731,20270731,19870731,1,3,0,2,4,8,2
153,FORSYTHIAS,rue DES FORSYTIAS,34730,PRADES LE LEZ,0153 FORSYTHIASRUEDESFORSYTIAS 34730 PRADESLELEZ,3.866609,43.688511,Hors QPV,Secteur Agglomération,19881001,20281001,19881001,1,3,2,0,5,2,2
155,LEONARD DE VINCI,RUE PAUL LANGEVIN,34000,MONTPELLIER,0155 LDEVINCI RUEPAULLANGEVIN 34000 MONTPELLIER,3.907551,43.612812,Hors QPV,Secteur Millénaire,19880501,20280501,19880501,1,24,10,30,24,16,6
162,LE RIALTO,RUE FRANCOIS D'ORBAY,34080,MONTPELLIER,0162 LERIALTORUEFRANCOISDORBAY 34080 MONTPELLIER,3.824355,43.61417,QPV,Secteur Celleneuve,19890201,20290201,19890201,1,10,3,13,5,6,5
163,LE MAIL,pl. CHARLES DE GAULLE,34670,BAILLARGUES,0163 LEMAILPLCHARLESDEGAULLE 34670 BAILLARGUES,4.019059,43.666584,Hors QPV,Secteur Agglomération,19910415,20310415,19910415,1,11,4,22,16,5,3
168,MARIE CAIZERGUES,rue MARIE CAIZERGUES,34000,MONTPELLIER,0168 MARIECAIZERGUESRUEMARIECAIZERGUES 34000 MONTPELLIER,3.873889,43.619778,Hors QPV,Secteur Beaux Arts,19920609,20320609,19920609,1,8,1,16,6,5,6
172,LE CHAI ROCHET,av de la REPUBLIQUE,34400,LUNEL VIEL,0172 LECHAIROCHETAVDELAREPUBLIQUE 34400 LUNELVIEL,4.087949,43.677788,Hors QPV,Secteur Lunel,19000101,19400101,19931115,1,2,3,2,2,0,1
173,LES IRIS,rue FERDINAND DE LESSEPS,34070,MONTPELLIER,0173 LESIRISRUEFERDINANDDELESSEPS 34070 MONTPELLIER,3.878106,43.593204,Hors QPV,Secteur Gare,19901001,20301001,19901001,1,13,14,25,34,20,17
176,BL.PASCAL2,RUE RENE DESCARTES,34000,MONTPELLIER,0176 BLPASCAL2RUERENEDESCARTES 34000 MONTPELLIER,3.903196,43.611343,Hors QPV,Secteur Millénaire,19890701,20290701,19890701,1,16,7,23,22,4,2
181,B.ARTS 3,rue SUBSTANTION,34000,MONTPELLIER,0181 BARTS3RUESUBSTANTION 34000 MONTPELLIER,3.882637,43.616444,Hors QPV,Secteur Beaux Arts,19890201,20290201,19890201,1,2,4,8,8,4,5
182,B.ARTS 2,ESP DE LA MUSIQUE,34000,MONTPELLIER,0182 BARTS2ESPDELAMUSIQUE 34000 MONTPELLIER,3.8821,43.616417,Hors QPV,Secteur Beaux Arts,19881215,20281215,19881215,1,4,3,8,10,4,6
183,BEAUX ARTS,rue DE LA CAVALERIE,34000,MONTPELLIER,0183 BEAUXARTSRUEDELACAVALERIE 34000 MONTPELLIER,3.881515,43.616734,Hors QPV,Secteur Beaux Arts,19881001,20281001,19881001,1,16,3,14,12,6,7
184,TOUR DE L'EGLISE,Place de l'Eglise,34080,MONTPELLIER,0184 TOURDELEGLISEPLACEDELEGLISE 34080 MONTPELLIER,3.828381,43.61314,Hors QPV,Secteur Celleneuve,19000101,19400101,19910901,1,1,1,0,2,0,1
188,MONTAUBEROU,av ALBERT EINSTEIN,34000,MONTPELLIER,0188 MONTAUBEROUAVALBERTEINSTEIN 34000 MONTPELLIER,3.916969,43.611721,Hors QPV,Secteur Millénaire,19880101,20280101,19880101,1,21,19,43,22,5,6
189,HOTEL ARMAND,RUE DE CANDOLLE,34000,MONTPELLIER,0189 HOTELARMANDRUEDECANDOLLE 34000 MONTPELLIER,3.8757734,43.6128075,Hors QPV,Secteur Beaux Arts,19000101,19400101,19900129,1,5,0,4,4,0,3
190,MAS DE CHOLET,RUE SAINTE SARA,34000,MONTPELLIER,0190 MASDECHOLETRUESAINTESARA 34000 MONTPELLIER,3.88371,43.5826,QPV,Secteur Tournezy,19900719,20300719,19900719,1,14,9,24,14,0,3
191,LES ARENES,rue DES TAULIS,34400,LUNEL VIEL,0191 LESARENESRUEDESTAULIS 34400 LUNELVIEL,4.087448,43.675995,Hors QPV,Secteur Lunel,20000901,20400901,19891001,1,27,13,23,29,6,5
194,TOURNEZY11,RUE GASTON DEFFERRE,34070,MONTPELLIER,0194 TOURNEZY11RUEGASTONDEFFERRE 34070 MONTPELLIER,3.875797,43.580379,QPV,Secteur Tournezy,19890201,20290201,19890201,1,2,5,7,6,6,2
197,ALAIN SAVARY(FOYER),340 RUE MAURICE ET KATIA KRAFT,34000,MONTPELLIER,0197 ALAINSAVARYFOYER 340RUEMAURICE&KATIAKRAFT 34000 MONTPELLIER,43.63744148269568,3.8499038974183812,Hors QPV,,20080901,20480901,20080901,1,0,0,0,0,0,0
198,WASHINGTON,RUE DU LANGUEDOC,34000,MONTPELLIER,0198 WASHINGTONRUEDULANGUEDOC 34000 MONTPELLIER,3.859057778,43.61185405,Hors QPV,Secteur Astruc,19910801,20310801,19910801,1,10,5,12,15,6,1
203,FAUBOURG FIGUEROLLES,fbg FIGUEROLLES,34070,MONTPELLIER,0203 FAUBOURGFIGUEROLLESFBGFIGUEROLLES 34070 MONTPELLIER,3.867500346,43.60802803,QPV,Secteur Astruc,19000101,19400101,19901001,1,2,0,2,1,0,0
217,AVENUE DE MAURIN,RUE VICTOR ROGER,34070,MONTPELLIER,0217 AVENUEDEMAURINRUEVICTORROGER 34070 MONTPELLIER,3.874993,43.592186,Hors QPV,Secteur Lemasson,19911201,20311201,19911201,1,21,5,33,12,9,7
218,LE CLOS DE LA FONTAINE,COUR LIBERAL BRUANT,34080,MONTPELLIER,0218 LECLOSDELAFONTAINECOURLIBERALBRUANT 34080 MONTPELLIER,3.826053,43.613972,QPV,Secteur Celleneuve,19951231,20351231,19951231,1,0,0,0,0,0,0
