Code Résidence ACM,Nom Résidence,Rue,Code postal,Ville,AdresseComplète,Longitude,Latitude,Zone_Sensible,Secteur,Date de Construction,Prochaine Rénovation,Date d'Acquisition,Nbre,<18,18-24,25-49,50-64,65-74,>=75
842,LA BORNIERE,ALLEE DE LA LIBERTE,34570,PIGNAN,0842 LABORNIEREALLEEDELALIBERTE 34570 PIGNAN,3.7516,43.579941,Hors QPV,Secteur Agglomération,20100806,20500806,20100806,1,33,13,31,21,4,0
844,JACQUES COEUR,252 Av THEROIGNE de MERICOURT,34000,MONTPELLIER,0844 JACQUESCOEUR 252AVTHEROIGNEDEMERICOURT 34000 MONTPELLIER,3.900368,43.597576,Hors QPV,Secteur Port Marianne,20100330,20500330,20100330,1,33,11,38,29,4,2
854,DE VLAMINCK,RUE ACHILLE DUCHÊNE,34080,MONTPELLIER,0854 DEVLAMINCKRUEACHILLEDUCHENE 34080 MONTPELLIER,3.827094,43.634888,Hors QPV,Secteur Malbosc,20101015,20501015,20101015,1,24,9,24,9,1,3
855,LE RUBENS,ZAC MALBOSC,34080,MONTPELLIER,0855 LERUBENSZACMALBOSC 34080 MONTPELLIER,3.828223,43.63459,Hors QPV,Secteur Malbosc,20100301,20500301,20100301,1,14,9,14,9,0,0
856,LAVALETTE,rue de LA VALETTE,34830,CLAPIERS,0856 LAVALETTE RUEDELAVALETTE 34830 CLAPIERS,,,Hors QPV,PSLA et ventes,20131118,20531118,20131118,1,0,0,0,0,0,0
858,PAUL CEZANNE,AVE DU PROFESSEUR J.LOUIS VIALA,34080,MONTPELLIER,0858 PAULCEZANNEAVEDUPROFESSEURJLOUISVIALA 34080 MONTPELLIER,3.823902796,43.63529502,Hors QPV,Secteur Malbosc,20110905,20510905,20110905,1,23,10,26,15,3,2
859,AQUALIS,ALLEE Joëlle WINTREBERT,34830,JACOU,0859 AQUALISALLEEJOELLEWINTREBERT 34830 JACOU,,,Hors QPV,PSLA et ventes,20120715,20520715,20120715,1,,,,,,2
860,WILLIAM GILBERT,442 Avenue du MONDIAL DE RUGBY,34070,MONTPELLIER,0860 WILLIAMGILBERT 442AVENUEDUMONDIALDERUGBY 34070 MONTPELLIER,3.852301,43.58828,Hors QPV,Secteur Ovalie,20120412,20520412,20120412,1,17,11,21,19,7,4
862,SAINT-MAUR,AVENUE DE SAINT MAUR,34000,MONTPELLIER,0862 SAINTMAURAVENUEDESAINTMAUR 34000 MONTPELLIER,3.894964,43.623829,Hors QPV,Secteur Pompignane,20100727,20500727,20100727,1,13,5,10,11,3,3
863,LES SALINES,LES HAUTS DE VILLENEUVE,34750,VILLENEUVE LES MAGUELONE,0863 LESSALINESLESHAUTSDEVILLENEUVE 34750 VILLENEUVELESMAGUELONE,3.854849,43.536106,Hors QPV,Secteur Agglomération,20110728,20510728,20110728,1,16,0,15,5,2,3
864,WALLABIES,Rue des ILES TONGA,34070,MONTPELLIER,0864 WALLABIESRUEDESILESTONGA 34070 MONTPELLIER,3.852291,43.587601,Hors QPV,Secteur Ovalie,20110217,20510217,20110217,1,17,5,26,18,4,2
866,L'ESTAGNOL,ALLEE DES PINS,34750,VILLENEUVE LES MAGUELONE,0866 LESTAGNOLALLEEDESPINS 34750 VILLENEUVELESMAGUELONE,3.853291,43.534595,Hors QPV,Secteur Agglomération,20101215,20501215,20101215,1,18,11,19,16,9,7
869,FRANCOISE GIROUD,rue fra angelico,34000,MONTPELLIER,0869 FRANCOISEGIROUDRUEFRAANGELICO 34000 MONTPELLIER,3.905683,43.607834,Hors QPV,Secteur Millénaire,20110105,20510105,20110105,1,50,20,53,24,2,4
871,LES DENTELLIERES,RAMBLA DES CALISSONS,34070,MONTPELLIER,0871 LESDENTELLIERES RAMBLADESCALISSONS 34070 MONTPELLIER,3.858052443,43.58336414,Hors QPV,Secteur Grisettes,20140201,20540201,20140201,1,23,6,32,14,5,5
872,LES LAVANDIERES,RAMBLAS DES CALISONS,34070,MONTPELLIER,0872 LESLAVANDIERESRAMBLASDESCALISONSZACDESGRISETTES 34070 MONTPELLIER,3.858948,43.583134,Hors QPV,Secteur Grisettes,20110615,20510615,20110615,1,16,8,18,14,3,5
873,LES ORANGETTES,AVENUE DES BERGAMOTES,34070,MONTPELLIER,0873 LESORANGETTESAVENUEDESBERGAMOTESZACDESGRISETTES 34070 MONTPELLIER,3.855729,43.583405,Hors QPV,Secteur Grisettes,20120727,20520727,20120727,1,38,7,31,15,7,1
874,JULIE VICTOIRE DAUBIE,rue fra angelico,34070,MONTPELLIER,0874 JULIEVICTOIREDAUBIERUEFRAANGELICO 34070 MONTPELLIER,3.905929,43.607555,Hors QPV,Secteur Millénaire,20111001,20511001,20111001,1,13,4,17,9,6,3
875,HENRI DUNANT,Rue de La Croix de lavit,34090,MONTPELLIER,0875 HENRIDUNANTRUEDELACROIXDELAVIT 34090 MONTPELLIER,3.838442,43.639847,Hors QPV,Secteur Bastide,20110912,20510912,20110912,1,41,10,30,15,5,3
876,ALL BLACKS,Avenue ROGER COUDERC,34070,MONTPELLIER,0876 ALLBLACKSAVENUEROGERCOUDERC 34070 MONTPELLIER,3.8523737,43.58952396,Hors QPV,Secteur Ovalie,20120628,20520628,20120628,1,27,12,34,21,1,2
877,MODIGLIANI,RUE ACHILLE DUCHENE,34080,MONTPELLIER,0877 MODIGLIANIRUEACHILLEDUCHENE 34080 MONTPELLIER,3.829476,43.633419,Hors QPV,Secteur Malbosc,20110527,20510527,20110527,1,9,7,9,6,4,3
878,LE BRENNUS,387 AVE DU MONDIAL DE RUGBY,34070,MONTPELLIER,0878 LEBRENNUS 387AVEDUMONDIALDERUGBY 34070 MONTPELLIER,3.852081,43.588863,Hors QPV,Secteur Ovalie,20110501,20510501,20110501,1,16,9,21,9,8,0
879,LES ARBOUSIERS,ALLEE DES HAUTS DE MONTPELLIER,34080,MONTPELLIER,0879 LESARBOUSIERSALLEEDESHAUTSDEMONTPELLIER 34080 MONTPELLIER,3.811945,43.639156,QPV,Secteur Gênes,20101215,20501215,20101215,1,15,1,14,1,2,0
880,LES ROMARINS,RUE DE LIPARI,34080,MONTPELLIER,0880 LESROMARINSRUEDELIPARI 34080 MONTPELLIER,3.810866,43.639675,QPV,Secteur Gênes,20110314,20510314,20110314,1,7,2,9,6,2,4
881,LES CHENES VERTS,Allée HAUTS DE MONTPELLIER,34080,MONTPELLIER,0881 LESCHENESVERTSALLEEHAUTSDEMONTPELLIER 34080 MONTPELLIER,3.811371,43.639687,QPV,Secteur Gênes,20110711,20510711,20110711,1,12,6,15,8,7,3
883,HAMEAU DU DEVOIS,Avenue DU DEVOIS,34170,CASTELNAU LE LEZ,0883 HAMEAUDUDEVOIS AVENUEDUDEVOIS 34170 CASTELNAULELEZ,3.922720746,43.64120665,Hors QPV,Secteur Agglomération,20140723,20540723,20140723,1,13,5,14,7,3,4
884,MICHELANGELO,RUE PABLO PICASSO,34920,LE CRES,0884 MICHELANGELORUEPABLOPICASSO 34920 LECRES,3.944017,43.661617,Hors QPV,Secteur Agglomération,20120723,20520723,20120723,1,36,8,30,8,2,0
885,LE PATIO DES AMANDIERS,rue DE L'INDUSTRIE,34000,MONTPELLIER,0885 LEPATIODESAMANDIERSRUEDELINDUSTRIE 34000 MONTPELLIER,3.8818,43.584316,QPV,Secteur Tournezy,20120116,20520116,20120116,1,34,9,34,16,10,1
886,LE CLOS D'ORPHEE,RUE DU PAS DU LOUP,34000,MONTPELLIER,0886 LECLOSDORPHEERUEDUPASDULOUP 34000 MONTPELLIER,3.846459,43.598202,QPV,Secteur Pas du Loup,20110429,20510429,20110429,1,5,2,9,3,1,10
887,L'ORANGERAIE,RUE D'ALGER,34000,MONTPELLIER,0887 LORANGERAIERUEDALGER 34000 MONTPELLIER,3.877504079,43.60488224,Hors QPV,Secteur Gare,19910222,20310222,20100101,1,10,7,30,35,17,2
888,LA GRANDE TRAVERSEE,AVENUE DES BERGAMOTES,34070,MONTPELLIER,0888 LAGRANDETRAVERSEEAVENUEDESBERGAMOTES 34070 MONTPELLIER,3.858711278,43.58227668,Hors QPV,Secteur Grisettes,20130701,20530701,20130701,1,39,13,37,26,9,0
889,LE XV,Avenue ROGER COUDERC,34080,MONTPELLIER,0889 LEXV AVENUEROGERCOUDERC 34080 MONTPELLIER,3.854542893,43.59038684,Hors QPV,Secteur Ovalie,20140228,20540228,20140228,1,15,1,21,7,2,0
890,LAVALETTE,rue de LA VALETTE,34830,CLAPIERS,0890 LAVALETTE RUEDELAVALETTE 34830 CLAPIERS,3.882187322,43.65040721,Hors QPV,Secteur Agglomération,20131211,20531211,20131211,1,12,10,12,8,1,5
892,SIDNEY BECHET,AVENUE NINA SIMONE,34000,MONTPELLIER,0892 SIDNEYBECHET AVENUENINASIMONE 34000 MONTPELLIER,3.904128488,43.59862595,Hors QPV,Secteur Port Marianne,20141015,20541015,20141015,1,30,8,31,12,8,1
893,WILLIAM WEBB ELIS,271 av du mondial de rugby 2007,34070,MONTPELLIER,0893 WILLIAMWEBBELIS 271AVDUMONDIALDERUGBY2007 34070 MONTPELLIER,3.85092426,43.58967863,Hors QPV,Secteur Ovalie,20131001,20531001,20131001,1,34,6,32,12,7,0
894,GASTON BAISSETTE,CHEMIN DES CROUZETTES,34160,MONTAUD,0894 GASTONBAISSETTE CHEMINDESCROUZETTES 34160 MONTAUD,3.954237343,43.75106238,Hors QPV,Secteur Agglomération,20130601,20530601,20130601,1,3,3,3,3,0,4
895,MARCEL PROUST,Rue des cachous,34070,MONTPELLIER,0895 MARCELPROUST RUEDESCACHOUS 34070 MONTPELLIER,3.860863943,43.58246837,Hors QPV,Secteur Grisettes,20140225,20540225,20140225,1,49,11,59,32,7,1
896,JEAN DAUGER,RUE DES ALL BLACKS,34000,MONTPELLIER,0896 JEANDAUGERRUEDESALLBLACKS 34000 MONTPELLIER,3.847014945,43.59065565,Hors QPV,Secteur Ovalie,20130620,20530620,20130620,1,3,0,6,1,1,2
897,VILLA DIAGONALE,RUE DU BOUCLIER DE BRENNUS,34070,MONTPELLIER,0897 VILLADIAGONALE RUEDUBOUCLIERDEBRENNUS 34070 MONTPELLIER,3.848670352,43.59045729,Hors QPV,Secteur Ovalie,20141016,20541016,20141016,1,25,3,25,9,2,0
898,RICHER DE BELLEVAL,RUE FRANCOIS RANCHIN,34790,GRABELS,0898 RICHERDEBELLEVAL RUEFRANCOISRANCHIN 34790 GRABELS,3.828626,43.646811,Hors QPV,Secteur Agglomération,20170629,20570629,20170629,1,33,10,27,18,4,3
899,GEORGES WILSON,RUE DES GROSEILLERS,34000,MONTPELLIER,0899 GEORGESWILSONRUEDESGROSEILLERS 34000 MONTPELLIER,3.882860519,43.59728419,Hors QPV,Secteur Rives du Lez,20140501,20540501,20140501,1,20,7,15,10,4,1
901,DOLCE VITA,rue de salaison,34000,MONTPELLIER,0901 DOLCEVITARUEDESALAISON 34000 MONTPELLIER,3.901171,43.62088,Hors QPV,Secteur Pompignane,20120329,20520329,20120329,1,5,3,11,4,0,0
971,CITE OLYMPIQUE,76 ALLEE PIERRE BLANCHET,34000,MONTPELLIER,0971 CITEOLYMPIQUE 76ALLEEPIERREBLANCHET 34000 MONTPELLIER,3.8685386,43.6194203,Hors QPV,Secteur Villon,20000101,20400101,20000101,1,0,0,0,0,0,0
972,MONGE,all DES HAUTS DE MONTPELLIER,34000,MONTPELLIER,0972 MONGEALLDESHAUTSDEMONTPELLIER 34000 MONTPELLIER,43.64013056497892,3.811760439862869,Hors QPV,,20000901,20400901,20000901,1,,,,,,
978,AGROPOLIS,98 RUE JEAN FRANCOIS BRETON,34090,MONTPELLIER,0978 AGROPOLIS 98RUEJEANFRANCOISBRETON 34090 MONTPELLIER,43.64461628187146,3.871114562045895,Hors QPV,Secteur Villon,19900101,20300101,19900101,1,0,0,0,0,0,0
985,9 RUE DES VOLONTAIRES,9 RUE DES VOLONTAIRES,34000,MONTPELLIER,0985 9RUEDESVOLONTAIRES9RUEDESVOLONTAIRES 34000 MONTPELLIER,3.864450141,43.61024852,Hors QPV,Secteur Astruc,19780101,20180101,20030701,1,1,0,1,4,2,0
1000,LEJZER ZAMENHOF,RUE LEJZER ZAMENHOF,34080,MONTPELLIER,1000 LEJZERZAMENHOF RUELEJZERZAMENHOF 34080 MONTPELLIER,3.8262194,43.6156028,Hors QPV,Secteur Celleneuve,20150730,20550730,20150730,1,15,9,22,11,8,0
1001,LES AIGRETTES,rue de la GUETTE,34470,PEROLS,1001 LESAIGRETTESRUEDELAGUETTE 34470 PEROLS,3.95587743,43.56293876,Hors QPV,Secteur Agglomération,20131128,20531128,20131128,1,5,1,3,6,1,23
1002,LES JASMINS,RUE PAUL RIMBAUD,34080,MONTPELLIER,1002 LESJASMINSRUEPAULRIMBAUD 34080 MONTPELLIER,3.8377722,43.6170611,QPV,Secteur Celleneuve,20150914,20550914,20150914,1,50,15,38,20,18,8
1003,LE CLOS DES GARRIGUES,ALLEE DES HTS DE MONTPELLIER,34080,MONTPELLIER,1003 LECLOSDESGARRIGUES ALLEEDESHTSDEMONTPELLIER 34080 MONTPELLIER,3.811475,43.6402361,QPV,Secteur Gênes,20150622,20550622,20150622,1,37,14,31,17,8,0
1004,L'ESCOUDE,CHEMIN DE SUSSARGUES,34160,CASTRIES,1004 LESCOUDE CHEMINDESUSSARGUES 34160 CASTRIES,3.988898,43.684533,Hors QPV,Secteur Agglomération,20150204,20550204,20150204,1,7,2,6,1,2,3
1005,DELPHINUS,RUE JUPITER,34990,JUVIGNAC,1005 DELPHINUS RUEJUPITER 34990 JUVIGNAC,3.81329188,43.6168084,Hors QPV,Secteur Agglomération,20140619,20540619,20140619,1,53,15,41,18,7,1
1006,VELA,275 RUE DE LA VOIE LACTEE,34990,JUVIGNAC,1006 VELA 275RUEDELAVOIELACTEE 34990 JUVIGNAC,3.81289645,43.61625636,Hors QPV,Secteur Agglomération,20140929,20540929,20140929,1,28,6,33,14,10,3
1007,COLUMBA,RUE JUPITER,34990,JUVIGNAC,1007 COLOMBA RUEJUPITER 34990 JUVIGNAC,3.8090613,43.6176717,Hors QPV,Secteur Agglomération,20141028,20541028,20141028,1,53,10,48,19,3,7
1008,LES SERRES DE MAURIN,55-59 RUE DE LA ROSERAIE,34970,LATTES,1008 LESSERRESDEMAURIN 5559RUEDELAROSERAIE 34970 LATTES,3.87249382,43.55566292,Hors QPV,Secteur Agglomération,20141210,20541210,20141210,1,12,10,15,19,3,0
1009,OUTRE-PETIT PONT,AVE THEROIGNE DE MERICOURT,34000,MONTPELLIER,1009 OUTREPETITPONT AVETHEROIGNEDEMERICOURT 34000 MONTPELLIER,3.9040389,43.5986139,Hors QPV,Secteur Port Marianne,20150504,20550504,20150504,1,29,10,31,20,2,3
1011,PALOMA,812 Avenue Raymond Dugrand,34000,MONTPELLIER,1011 PALOMA 812AVENUERAYMONDDUGRAND 34000 MONTPELLIER,3.9023194,43.5981528,Hors QPV,Secteur Port Marianne,20150604,20550604,20150604,1,52,15,55,19,3,1
1012,LE CLOS DE LA CASTIOLE,RUE DU PERDIGAL,34670,ST BRES,1012 LECLOSDELACASTIOLE RUEDUPERDIGAL 34670 STBRES,4.0393417,43.6690417,Hors QPV,Secteur Agglomération,20150304,20550304,20150304,1,34,11,28,18,2,1
1014,ENTRE MELEE,RUE DE BUGAREL,34070,MONTPELLIER,1014 ENTREMELEE RUEDEBUGAREL 34070 MONTPELLIER,3.850325,43.591675,Hors QPV,Secteur Ovalie,20160120,20560120,20160120,1,21,4,24,9,2,0
1015,LE CHARDON,RUE DE BUGAREL,34070,MONTPELLIER,1015 LECHARDON RUEDEBUGAREL 34070 MONTPELLIER,3.8506528,43.5917861,Hors QPV,Secteur Ovalie,20170530,20570530,20170530,1,43,10,37,14,1,1
1016,LE PETIT ST JEAN,CHEMIN DE LA ROQUE,34430,ST JEAN DE VEDAS,1016 LEPETITSTJEAN CHEMINDELAROQUE 34430 STJEANDEVEDAS,3.8309194,43.5731417,Hors QPV,Secteur Agglomération,20150317,20550317,20150317,1,27,9,26,13,3,0
1017,QUAI LIBERTE,RUE LAFEUILLADE,34000,MONTPELLIER,1017 QUAILIBERTE RUELAFEUILLADE 34000 MONTPELLIER,3.863766,43.605399,Hors QPV,Secteur Astruc,20161115,20561115,20161115,1,17,8,26,13,0,1
1018,MARIA CASARES,30-34-40 RUE DES CLEMATITES,34000,MONTPELLIER,1018 MARIACASARES 303440RUEDESCLEMATITES 34000 MONTPELLIER,3.881490,43.597820,Hors QPV,Secteur Rives du Lez,20181030,20581030,20181030,1,63,15,82,20,7,0
1019,23 Fbg FIGUEROLLES,fbg FIGUEROLLES,34070,MONTPELLIER,1019 23FBGFIGUEROLLES FBGFIGUEROLLES 34070 MONTPELLIER,3.86736958,43.60765003,QPV,Secteur Astruc,19000101,19400101,20140401,1,0,0,0,1,3,1
1020,RUE DE METZ,rue de METZ,34070,MONTPELLIER,1020 RUEDEMETZ RUEDEMETZ 34070 MONTPELLIER,3.86533682,43.6073926,QPV,Secteur Astruc,20141028,20541028,20141028,1,0,0,2,0,0,0
1021,RUE DU PERE FABRE,RUE DU PERE FABRE,34070,MONTPELLIER,1021 RUEDUPEREFABRE RUEDUPEREFABRE 34070 MONTPELLIER,3.86575541,43.60778741,QPV,Secteur Astruc,19000101,19400101,20141103,1,4,0,2,0,0,0
1022,RUE ST ETIENNE,RUE ST ETIENNE,34070,MONTPELLIER,1022 RUESTETIENNE RUESTETIENNE 34070 MONTPELLIER,3.865655899,43.6077264,QPV,Secteur Astruc,19000101,19400101,20150210,1,0,0,0,0,0,0
1023,RUE DU GENERAL VINCENT,RUE DU GENERAL VINCENT,34070,MONTPELLIER,1023 RUEDUGENERALVINCENT RUEDUGENERALVINCENT 34070 MONTPELLIER,3.867349699,43.6084514,QPV,Secteur Astruc,19000101,19400101,20150210,1,0,0,0,0,0,0
1024,RUE DU GENERAL CLAPAREDE,RUE CLAPAREDE,34000,MONTPELLIER,1024 RUEDUGENERALCLAPAREDE RUECLAPAREDE 34000 MONTPELLIER,3.87021726,43.60796345,QPV,Secteur Astruc,19000101,19400101,20140124,1,0,0,0,0,1,2
1026,LES ACACIAS,Avenue des dragees,34070,MONTPELLIER,1026 LESACACIAS AVENUEDESDRAGEES 34070 MONTPELLIER,3.854220800,43.5792137,Hors QPV,Secteur Grisettes,20161215,20561215,20161215,1,55,16,44,21,5,0
1027,AMARETTI,Avenue des dragees,34070,MONTPELLIER,1027 AMARETTI AVENUEDESDRAGEES 34070 MONTPELLIER,3.85732893,43.58156039,Hors QPV,Secteur Grisettes,20150127,20550127,20150127,1,28,6,31,7,4,2
1028,ELIE WIESEL,60 RUE SABINE ET MIRON ZLATIN,34000,MONTPELLIER,1028 ELIEWIESEL 60RUESABINE&MIRONZLATIN 34000 MONTPELLIER,3.902933299,43.5966463,Hors QPV,Secteur Port Marianne,20171220,20571220,20171220,1,28,8,38,12,4,0
1029,ELIE WIESEL,40 RUE SABINE ET MIRON ZLATIN,34000,MONTPELLIER,1029 ELIEWIESEL 40RUESABINE&MIRONZLATIN 34000 MONTPELLIER,3.902933299,43.5966463,Hors QPV,Secteur Port Marianne,20171220,20571220,20170401,1,0,0,0,0,0,1
1031,LE MOKA,280-310 AVENUE DE LA REGLISSE,34070,MONTPELLIER,1031 LEMOKA 280310AVENUEDELAREGLISSE 34070 MONTPELLIER,3.8575861,43.5814389,Hors QPV,Secteur Grisettes,20160202,20560202,20160202,1,40,10,26,17,9,3
1032,LA CHISTERA,95-125 Av du Mondial Rugby 2007,34070,MONTPELLIER,1032 LACHISTERA 95125AVDUMONDIALRUGBY2007 34070 MONTPELLIER,3.8501639,43.590375,Hors QPV,Secteur Ovalie,20150723,20550723,20150723,1,38,9,42,19,9,1
1033,LES PUMAS,Rue Jean Coll de Carrera,34070,MONTPELLIER,1033 LESPUMAS RUEJEANCOLLDECARRERA 34070 MONTPELLIER,3.8427361,43.5921028,Hors QPV,Secteur Val De Croze,20150423,20550423,20150423,1,16,3,22,2,0,2
1034,KAORA,RUE ANDRE PUIG AUBERT,34070,MONTPELLIER,1034 KAORA RUEANDREPUIGAUBERT 34070 MONTPELLIER,3.84305,43.5917667,Hors QPV,Secteur Val De Croze,20150424,20550424,20150424,1,12,1,13,11,1,0
1037,LE QUAI LIBERTE,RUE LAFEUILLADE,34000,MONTPELLIER,1037 LEQUAILIBERTE RUELAFEUILLADE 34000 MONTPELLIER,3.863766,43.605399,Hors QPV,Secteur Astruc,20161015,20561015,20161015,1,4,1,5,3,2,0
1038,LOUIS PASTEUR,82 Rue Pasteur,34400,LUNEL,1038 LOUISPASTEUR 82RUEPASTEUR 34400 LUNEL,4.136564,43.674237,QPV,PSLA et ventes,20191230,20591230,20191230,1,0,0,0,0,0,1
1044,PHILIPPIDES,79 et 107 ALL PIERRE BLANCHET,34000,MONTPELLIER,1044 PHILIPPIDES 79&107ALLPIERREBLANCHET 34000 MONTPELLIER,3.868699999,43.6192,Hors QPV,Secteur Vert Bois,20190722,20590722,20190722,1,44,10,40,20,6,1
1045,L'ALBA,484 RUE DES PAPYRUS,34080,MONTPELLIER,1045 LALBA 484RUEDESPAPYRUS 34080 MONTPELLIER,3.850020800,43.6218575,Hors QPV,Secteur Las Rebes,20180711,20580711,20180711,1,28,8,39,10,7,0
1046,HELIOLITE,146 RUE DE LA VALSIERE,34080,MONTPELLIER,1046 HELIOLITE 146RUEDELAVALSIERE 34080 MONTPELLIER,3.8298941,43.6473439,Hors QPV,Secteur Malbosc,20201023,20601023,20201023,1,58,5,64,13,3,1
1047,LES AIRES,2 CHEMIN DES AIRES,34750,VILLENEUVE LES MAGUELONE,1047 LESAIRES 2CHEMINDESAIRES 34750 VILLENEUVELESMAGUELONE,3.861151457,43.53569794,Hors QPV,Secteur Agglomération,20211007,20611007,20211007,1,23,6,19,6,1,2
1048,VERNACCIA,RUE  DE CENTRAYRARGUES,34070,MONTPELLIER,1048 VERNACCIA RUEDECENTRAYRARGUES 34070 MONTPELLIER,3.888249599,43.5951628,Hors QPV,Secteur Près d'arènes,20160428,20560428,20160428,1,22,7,19,17,4,1
1049,SERGIO LEONE,Plan de sydney,34970,LATTES,1049 SERGIOLEONE PLANDESYDNEY 34970 LATTES,3.932287200,43.5914794,Hors QPV,Secteur Agglomération,20160908,20560908,20160908,1,30,11,36,11,3,0
1051,LEO MALET,RUE FAVRE DE ST CASTOR,34080,MONTPELLIER,1051 LEOMALET RUEFAVREDESTCASTOR 34080 MONTPELLIER,3.825956099,43.6160791,Hors QPV,Secteur Celleneuve,20160701,20560701,20160701,1,9,1,6,0,2,0
1052,ELLA FITZGERALD,21 RUE SERGE GAINSBOURG,34000,MONTPELLIER,1052 ELLAFITZGERALD 21RUESERGEGAINSBOURGZACPARCMARIANNELOT18B2 34000 MONTPELLIER,3.909790199,43.6000233,Hors QPV,Secteur Port Marianne,20190128,20590128,20190128,1,30,5,26,15,2,2
1053,LE HAMEAU DES FAUVETTES,Rue LOUS CLACS,34660,COURNONSEC,1053 LEHAMEAUDESFAUVETTES RUELOUSCLACS 34660 COURNONSEC,3.697682,43.541472,Hors QPV,Secteur Agglomération,20160915,20560915,20160915,1,23,4,22,6,1,0
1054,NAÏA,852 Avenue RAYMOND DUGRAND,34000,MONTPELLIER,1054 NAIA 852AVENUERAYMONDDUGRAND 34000 MONTPELLIER,3.902970099,43.5982077,Hors QPV,Secteur Port Marianne,20150915,20550915,20150915,1,8,0,11,4,0,0
1055,FOLIA VERDE,4325 boulevard paul valery,34070,MONTPELLIER,1055 FOLIAVERDE 4325BOULEVARDPAULVALERY 34070 MONTPELLIER,3.862095299,43.5856707,Hors QPV,Secteur Croix d'argent,20170928,20570928,20170928,1,6,3,6,5,2,0
1056,SO FREE,AVUE ETIENNE MEHUL,34070,MONTPELLIER,1056 SOFREE AVUEETIENNEMEHUL 34070 MONTPELLIER,3.8599139,43.5806972,Hors QPV,Secteur Grisettes,20151105,20551105,20151105,1,3,0,2,5,2,0
1057,RENE SUBIAS,IMPASSE DU STADE,34160,CASTRIES,1057 RENESUBIAS IMPASSEDUSTADE 34160 CASTRIES,3.988846500,43.6811297,Hors QPV,Secteur Agglomération,20170228,20570228,20170228,1,9,3,6,6,1,2
1058,RENE SUBIAS II,IMPASSE DU STADE,34160,CASTRIES,1058 RENESUBIASII IMPASSEDUSTADE 34160 CASTRIES,,,Hors QPV,PSLA et ventes,20161201,20561201,20161201,1,,,,,,
1059,LE CORTEN,RUE CHARLES WARNERY,34430,ST JEAN DE VEDAS,1059 LECORTEN RUECHARLESWARNERY 34430 STJEANDEVEDAS,3.833914,43.571888,Hors QPV,Secteur Agglomération,20161117,20561117,20161117,1,10,1,10,1,1,0
1060,JEAN MARCEL CASTET,376 AVENUE GEORGES FRECHE,34160,CASTRIES,1060 JEANMARCELCASTET 376AVENUEGEORGESFRECHE 34160 CASTRIES,3.985997557,43.67030083,Hors QPV,Secteur Agglomération,20170711,20570711,20170711,1,27,7,14,20,1,0
1061,COLOMBIERE 2,570 Route de Ganges,34000,MONTPELLIER,1061 COLOMBIERE2 570ROUTEDEGANGES 34000 MONTPELLIER,3.777357599,43.73983339,Hors QPV,,20160825,20560825,20160825,1,0,0,0,0,0,0
1062,VAL PIERRE DURAND,RUE DE ST PRIEST,34090,MONTPELLIER,1062 VALPIERREDURAND RUEDESTPRIEST 34090 MONTPELLIER,3.835789699,43.63679399,Hors QPV,Secteur Bastide,20160513,20560513,20160513,1,8,2,8,4,0,0
1063,BOISEO,RUE DE LA CROIX DE FIGUEROLLES,34000,MONTPELLIER,1063 BOISEO RUEDELACROIXDEFIGUEROLLES 34000 MONTPELLIER,3.846028599,43.6039842,Hors QPV,Secteur Pas du Loup,20170222,20570222,20170222,1,11,2,12,7,2,1
1064,LOUIS GUILLAUME PERREAUX,2000 Rue de La Croix verte,34090,MONTPELLIER,1064 LOUISGUILLAUMEPERREAUX 2000RUEDELACROIXVERTE 34090 MONTPELLIER,3.843882399,43.6419524,Hors QPV,Secteur Bastide,20180411,20580411,20180411,1,13,6,19,6,1,2
1065,PALOMAYA,1016 AVENUE RAYMOND DUGRAND,34070,MONTPELLIER,1065 PALOMAYA 1016AVENUERAYMONDDUGRAND 34070 MONTPELLIER,3.903431,43.597323,Hors QPV,Secteur Port Marianne,20191112,20591112,20191112,1,32,5,34,14,4,1
1066,PAUL RIMBAUD,RUE PAUL RIMBAUD,34080,MONTPELLIER,1066 PAULRIMBAUD RUEPAULRIMBAUD 34080 MONTPELLIER,3.84583439,43.61904135,QPV,Secteur Las Rebes,19740101,20140101,20141217,1,6,0,5,2,2,0
1067,URBAN GRAPHIK,ALLEE PIERRE BLANCHET,34090,MONTPELLIER,1067 URBANGRAPHIK ALLEEPIERREBLANCHET 34090 MONTPELLIER,3.869333099,43.6176264,Hors QPV,Secteur Vert Bois,20170330,20570330,20170330,1,13,4,12,5,4,0
1068,FOLIAVERDE ULS,4325 boulevard paul valery,34070,MONTPELLIER,1068 FOLIAVERDEULS 4325BOULEVARDPAULVALERY 34070 MONTPELLIER,3.863892,43.584598,Hors QPV,Secteur Croix d'argent,20170928,20570928,20170901,1,5,1,8,2,1,1
1070,MAS DE VIGAN,RUE DES HIBISCUS,34070,MONTPELLIER,1070 MASDEVIGAN RUEDESHIBISCUS 34070 MONTPELLIER,3.8547639,43.5917056,Hors QPV,Secteur Ovalie,19940207,20340207,20160101,1,14,5,18,13,7,1
1071,AMBROISE CROIZAT,310 RUE CLAUDE LEVI-STRAUSS,34000,MONTPELLIER,1071 AMBROISECROIZAT 310RUECLAUDELEVISTRAUSS 34000 MONTPELLIER,3.902934,43.596848,Hors QPV,Secteur Port Marianne,20200720,20600720,20200720,1,36,16,39,23,8,0
